Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
TGSRTC - 7932,Super Luxury (Non AC Seater 2+2 Push Back),18:50,00:30,05h 40m,376,31 Seats available,"4.0
7",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
TGSRTC - 9453,Super Luxury (Non AC Seater 2+2 Push Back),19:00,23:40,04h 40m,376,33 Seats available,"3.3
17",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
TGSRTC - 7891,Super Luxury (Non AC Seater 2+2 Push Back),19:15,00:55,05h 40m,376,33 Seats available,"4.2
4",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
TGSRTC - 7920,Super Luxury (Non AC Seater 2+2 Push Back),19:40,01:20,05h 40m,376,29 Seats available,"3.0
18",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
TGSRTC - 8005,Super Luxury (Non AC Seater 2+2 Push Back),21:00,02:45,05h 45m,376,31 Seats available,"3.8
23",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
TGSRTC - 7906,Lahari Non A/C Sleeper Cum Seater,21:30,03:10,05h 40m,376,45 Seats available,"4.0
19",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
TGSRTC - 1966,Rajdhani (AC Semi Sleeper 2+2),22:00,03:35,05h 35m,456,31 Seats available,"3.5
22",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
TGSRTC - 7961,LAHARI A/C SLEEPER CUM SEATER,22:30,04:10,05h 40m,456,42 Seats available,"4.3
21",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
TGSRTC - 7979,Super Luxury (Non AC Seater 2+2 Push Back),23:00,04:40,05h 40m,376,31 Seats available,"4.2
48",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
TGSRTC - 9455,Super Luxury (Non AC Seater 2+2 Push Back),23:30,05:15,05h 45m,376,30 Seats available,"4.8
26",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
TGSRTC - 7981,Super Luxury (Non AC Seater 2+2 Push Back),23:45,05:30,05h 45m,376,26 Seats available,"4.5
67",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),19:00,23:15,04h 15m,700,14 Seats available,3.3,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
GDR Tours and Travels,Bharat Benz A/C Seater (2+2),18:25,21:30,03h 30m,342,25 Seats available,"3.0
72",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
New Royal Travels (Raipur),A/C Sleeper (2+1),18:25,21:45,03h 20m,764,17 Seats available,3.1,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
Sahara Tours and Travels,Bharat Benz A/C Seater (2+2),18:30,21:45,03h 15m,500,28 Seats available,"3.8
45",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
Orange Tours And Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),18:30,22:00,03h 30m,350,19 Seats available,"3.0
60",Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal
APSRTC - 4249,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,04:20,08h 35m,483,17 Seats available,"4.1
48",Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur
APSRTC - 4179,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),20:30,04:29,07h 59m,817,42 Seats available,"4.2
64",Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur
APSRTC - 42443,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,05:45,08h 45m,483,12 Seats available,"3.4
64",Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur
APSRTC - 4629,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,05:00,08h 00m,483,14 Seats available,"3.7
28",Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur
APSRTC - 4155,INDRA(A.C. Seater),21:10,04:24,07h 14m,585,30 Seats available,"4.2
99",Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur
APSRTC - 4619,STAR LINER(NON-AC SLEEPER 2+1),21:20,04:30,07h 10m,626,9 Seats available,"3.9
97",Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur
APSRTC - 4621,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,05:45,07h 55m,483,3 Seats available,"3.4
57",Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur
APSRTC - 4267,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,04:30,06h 15m,451,29 Seats available,"3.7
50",Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur
APSRTC - 4181,STAR LINER(NON-AC SLEEPER 2+1),22:15,05:40,07h 25m,626,11 Seats available,"4.2
54",Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur
APSRTC - 4219,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:15,05:05,06h 50m,743,37 Seats available,"3.3
6",Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur
Zingbus Plus,A/C Seater / Sleeper (2+1),22:50,06:50,08h 00m,365,23 Seats available,"4.5
597",Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur
IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:25,06:45,08h 20m,369,11 Seats available,"4.5
442",Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur
IntrCity SmartBus,AC Sleeper (2+1),22:10,06:50,08h 40m,559,18 Seats available,"4.5
308",Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur
AdIntrCity SmartBus,AC Sleeper (2+1),22:40,07:25,08h 45m,619,13 Seats available,"4.3
137",Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur
Zingbus Plus,A/C Seater / Sleeper (2+1),22:15,06:15,08h 00m,444,14 Seats available,"4.7
101",Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur
TGSRTC - 7331,Super Luxury (Non AC Seater 2+2 Push Back),18:30,21:30,03h 00m,283,27 Seats available,"3.9
28",Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7046,e-SUP LUXURY (2+2),18:40,21:40,03h 00m,283,37 Seats available,"4.5
7",Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7048,e-SUP LUXURY (2+2),19:00,22:00,03h 00m,283,36 Seats available,3.5,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7315,Super Luxury (Non AC Seater 2+2 Push Back),19:15,22:30,03h 15m,283,25 Seats available,"2.2
10",Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7052,e-SUP LUXURY (2+2),20:50,23:50,03h 00m,283,37 Seats available,3.5,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7354,Super Luxury (Non AC Seater 2+2 Push Back),21:05,00:20,03h 15m,283,31 Seats available,"3.3
5",Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7054,e-SUP LUXURY (2+2),21:30,00:30,03h 00m,283,31 Seats available,"3.9
23",Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7056,e-SUP LUXURY (2+2),22:10,01:10,03h 00m,283,37 Seats available,"2.8
7",Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7358,Super Luxury (Non AC Seater 2+2 Push Back),22:15,01:30,03h 15m,283,31 Seats available,3.5,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 9551,Super Luxury (Non AC Seater 2+2 Push Back),22:15,02:00,03h 45m,283,30 Seats available,3.5,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7058,e-SUP LUXURY (2+2),22:50,01:50,03h 00m,283,37 Seats available,3.5,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7144,Super Luxury (Non AC Seater 2+2 Push Back),23:00,02:50,03h 50m,283,33 Seats available,3.5,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7153,RAJDHANI (A.C. Semi Sleeper),23:05,03:00,03h 55m,343,17 Seats available,3.5,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7404,Super Luxury (Non AC Seater 2+2 Push Back),23:30,03:00,03h 30m,283,13 Seats available,"4.8
7",Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 7060,e-SUP LUXURY (2+2),23:30,02:30,03h 00m,283,37 Seats available,3.5,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
DNR Express,AC Sleeper (2+1),21:30,23:59,02h 29m,799,25 Seats available,"2.1
6",Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
Bhumi travels,AC Seater (2+2),22:00,03:00,05h 00m,2000,36 Seats available,2.0,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
Shree Saipooja Travels,A/C Seater/Sleeper (2+1),23:10,02:30,03h 20m,3000,42 Seats available,2.7,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar
TGSRTC - 8933,Super Luxury (Non AC Seater 2+2 Push Back),19:15,01:45,06h 30m,451,32 Seats available,3.6,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 7645,Super Luxury (Non AC Seater 2+2 Push Back),19:30,03:40,08h 10m,451,31 Seats available,"3.0
11",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 34340,Rajdhani (AC Semi Sleeper 2+2),19:40,01:40,06h 00m,548,31 Seats available,"3.0
28",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 6906,Deluxe (Non AC Seater 2+2),20:20,02:40,06h 20m,396,28 Seats available,3.6,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 34330,Super Luxury (Non AC Seater 2+2 Push Back),20:40,03:10,06h 30m,451,30 Seats available,"4.6
8",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 8902,Super Luxury (Non AC Seater 2+2 Push Back),20:45,03:30,06h 45m,451,25 Seats available,"4.3
29",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 6909,Deluxe (Non AC Seater 2+2),21:00,03:30,06h 30m,396,35 Seats available,3.6,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 8727,Super Luxury (Non AC Seater 2+2 Push Back),21:15,03:45,06h 30m,451,30 Seats available,"3.6
6",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 8875,Super Luxury (Non AC Seater 2+2 Push Back),21:30,03:45,06h 15m,451,32 Seats available,"4.2
9",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 9984,Lahari Non A/C Sleeper Cum Seater,21:30,04:15,06h 45m,451,32 Seats available,"4.2
49",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 8983,Rajdhani (AC Semi Sleeper 2+2),21:30,05:00,07h 30m,548,29 Seats available,"3.4
14",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 8729,Super Luxury (Non AC Seater 2+2 Push Back),21:45,03:50,06h 05m,451,28 Seats available,"3.6
20",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 34332,LAHARI A/C SLEEPER CUM SEATER,22:00,04:10,06h 10m,548,28 Seats available,"3.4
11",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 9970,Super Luxury (Non AC Seater 2+2 Push Back),22:15,04:15,06h 00m,451,24 Seats available,"4.5
14",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 8930,Super Luxury (Non AC Seater 2+2 Push Back),22:30,05:45,07h 15m,497,23 Seats available,"5.0
5",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
BSR Tours And Travels,A/C Sleeper (2+1),22:00,04:30,06h 30m,680,12 Seats available,"4.7
155",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
BSR Tours And Travels,A/C Seater / Sleeper (2+1),22:00,04:30,06h 30m,480,28 Seats available,"4.4
88",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,05:30,08h 10m,404,10 Seats available,"4.3
69",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
SAIRAJ TRAVELS,A/C Sleeper (2+1),22:15,05:00,06h 45m,600,12 Seats available,"4.5
56",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),22:35,05:55,07h 20m,449,13 Seats available,"4.3
60",Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem
TGSRTC - 7645,Super Luxury (Non AC Seater 2+2 Push Back),19:30,04:45,09h 15m,517,28 Seats available,"3.6
17",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
TGSRTC - 34340,RAJDHANI (A.C. Semi Sleeper),19:40,02:40,07h 00m,627,20 Seats available,"3.1
47",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
TGSRTC - 34330,Super Luxury (Non AC Seater 2+2 Push Back),20:40,04:10,07h 30m,517,30 Seats available,"4.5
36",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
TGSRTC - 8727,Super Luxury (Non AC Seater 2+2 Push Back),21:15,04:45,07h 30m,517,28 Seats available,"4.7
65",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
TGSRTC - 8729,Super Luxury (Non AC Seater 2+2 Push Back),21:45,05:00,07h 15m,517,28 Seats available,"3.6
63",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
TGSRTC - 34332,LAHARI A/C SLEEPER CUM SEATER,22:00,05:00,07h 00m,627,29 Seats available,"4.1
24",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
TGSRTC - 8725,Super Luxury (Non AC Seater 2+2 Push Back),23:00,06:15,07h 15m,517,23 Seats available,"4.2
9",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
TGSRTC - 8737,Super Luxury (Non AC Seater 2+2 Push Back),23:20,06:50,07h 30m,517,29 Seats available,"4.4
47",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
BSR Tours And Travels,A/C Seater / Sleeper (2+1),20:50,05:30,08h 40m,480,29 Seats available,"4.7
271",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
Bharathi Tours & Travels,A/C Sleeper (2+1),21:20,06:30,09h 10m,531,20 Seats available,"4.4
47",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
SAIRAJ TRAVELS,A/C Sleeper (2+1),22:15,05:45,07h 30m,600,10 Seats available,"4.5
120",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
BSR Tours And Travels,A/C Sleeper (2+1),20:50,05:30,08h 40m,680,10 Seats available,"4.6
297",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),22:35,05:50,07h 15m,449,13 Seats available,"4.0
238",Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam
BSR Tours And Travels,NON A/C Seater (2+2),22:00,05:00,07h 00m,400,19 Seats available,"4.3
275",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
Sri Venkateswara Travels,Non A/C Seater / Sleeper (2+1),22:30,05:00,06h 30m,330,20 Seats available,"4.3
121",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
Mozo travels,A/C Seater / Sleeper (2+1),22:40,05:05,06h 25m,550,19 Seats available,"4.5
80",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
Mythri Tours And Travels,A/C Sleeper (2+1),23:00,04:15,05h 15m,629,10 Seats available,"4.9
27",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,05:00,07h 40m,441,19 Seats available,"3.7
67",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
Sri Krishna Travels(VGN),NON A/C Hi-Tech (2+2),21:45,05:00,07h 15m,350,13 Seats available,"4.0
42",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:00,04:45,06h 45m,400,16 Seats available,"3.9
32",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
Sri Krishna Travels(VGN),Non A/C Seater / Sleeper (2+1),20:45,05:20,08h 35m,400,22 Seats available,"3.9
18",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
Sri Sai Balaji Travels,A/C Sleeper (2+1),21:55,04:30,06h 35m,711,23 Seats available,"5.0
4",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
SBS Tours and Travels,Non A/C Seater / Sleeper (2+1),20:30,04:00,07h 30m,399,19 Seats available,"4.4
6",Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli
TGSRTC - 1759,Super Luxury (Non AC Seater 2+2 Push Back),18:40,05:50,11h 10m,1039,15 Seats available,"4.1
25",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
TGSRTC - 2855,Lahari A/C sleeper,18:40,05:45,11h 05m,1809,9 Seats available,"2.9
16",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
TGSRTC - 7694,LAHARI A/C SLEEPER CUM SEATER,18:45,04:40,09h 55m,1287,9 Seats available,"3.9
44",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
TGSRTC - 9595,Lahari A/C sleeper,18:45,05:40,10h 55m,1729,7 Seats available,"3.8
59",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
TGSRTC - 2014,Super Luxury (Non AC Seater 2+2 Push Back),19:00,05:45,10h 45m,979,6 Seats available,"3.3
16",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
TGSRTC - 6206,Super Luxury (Non AC Seater 2+2 Push Back),19:45,06:50,11h 05m,1039,14 Seats available,"2.9
63",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
TGSRTC - 8454,Super Luxury (Non AC Seater 2+2 Push Back),19:45,08:00,12h 15m,810,12 Seats available,"2.2
6",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
TGSRTC - 1498,Super Luxury (Non AC Seater 2+2 Push Back),20:00,07:30,11h 30m,1009,10 Seats available,"3.8
42",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
TGSRTC - 2469,Super Luxury (Non AC Seater 2+2 Push Back),21:00,09:45,12h 45m,1029,15 Seats available,"4.3
14",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
APSRTC - 9199,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,07:45,11h 45m,911,20 Seats available,"3.5
40",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
Jagan Travels,A/C Seater / Sleeper (2+1),22:00,09:30,11h 30m,600,15 Seats available,"4.5
382",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
Zingbus Plus,A/C Sleeper (2+1),18:35,07:50,13h 15m,700,10 Seats available,"4.6
690",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
AdSREE LEKYAA TRAVELS,A/C Sleeper (2+1),21:35,09:30,11h 55m,759,17 Seats available,"3.5
108",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
Vikram Travels,A/C Sleeper (2+1),20:55,08:30,11h 35m,799,10 Seats available,"4.7
327",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
Madhavi Travels,A/C Seater / Sleeper (2+1),22:00,05:45,07h 45m,649,25 Seats available,"4.4
129",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
Al madeena Travels,Non A/C Seater / Sleeper (2+1),21:15,06:15,09h 00m,549,15 Seats available,"4.3
334",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
Sri Balaji Transports,A/C Seater / Sleeper (2+1),21:50,05:45,07h 55m,600,25 Seats available,"4.4
293",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
Sree sivasankar Travels,NON A/C Seater (2+2),21:30,06:22,08h 52m,500,18 Seats available,"4.3
196",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
KK Travels,Non A/C Seater / Sleeper (2+1),22:20,06:20,08h 00m,550,19 Seats available,"4.0
134",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
Meena tours and travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),21:35,05:15,07h 40m,970,15 Seats available,"4.2
113",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
Go Tour Travels and Holidays,A/C Sleeper (2+1),21:30,05:00,07h 30m,720,7 Seats available,"4.1
19",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
Go Tour Travels and Holidays,A/C Sleeper (2+1),18:45,02:45,08h 00m,720,3 Seats available,"4.8
4",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
Sri Balaji Transports,A/C Sleeper (2+1),21:54,06:00,08h 06m,950,11 Seats available,"4.5
220",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
Royal Rich India,Bharat Benz A/C Sleeper (2+1),19:10,20:10,01h 00m,850,3 Seats available,"4.8
25",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
TGSRTC - 8113,Super Luxury (Non AC Seater 2+2 Push Back),18:30,22:25,03h 55m,310,29 Seats available,"3.7
30",Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor
TGSRTC - 4007,Super Luxury (Non AC Seater 2+2 Push Back),19:00,22:30,03h 30m,312,31 Seats available,"1.9
29",Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor
TGSRTC - 8115,RAJDHANI (A.C. Semi Sleeper),19:25,23:20,03h 55m,377,29 Seats available,"2.2
22",Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor
TGSRTC - 1966,Rajdhani (AC Semi Sleeper 2+2),22:00,02:35,04h 35m,377,29 Seats available,"3.6
14",Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor
GDR Tours and Travels,Bharat Benz A/C Seater (2+2),18:30,21:00,03h 00m,342,25 Seats available,"3.6
12",Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor
Vijayant Travels,A/C Sleeper (2+1),21:45,01:15,03h 30m,800,22 Seats available,4.1,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor
Saini Travels Pvt. Ltd.,A/C Sleeper (2+1),21:30,01:40,04h 10m,1100,30 Seats available,3.9,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor
Mahadev Bus Service,A/C Sleeper (2+1),22:00,01:30,03h 30m,2500,28 Seats available,4.1,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor
Shri Mahadev (f.d.m),NON A/C Sleeper (2+1),21:45,03:15,05h 30m,1000,5 Seats available,2.9,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor
